filename,cik,year,section_7embedding,section_9embedding,section_12embedding,section_10embedding,section_4embedding,section_8embedding,section_14embedding,section_1Aembedding,section_11embedding,section_15embedding,section_5embedding,section_13embedding,section_7Aembedding,section_1Bembedding,section_9Bembedding,section_2embedding,section_6embedding,section_3embedding,section_9Aembedding,section_1embedding,overall_embedding
315189_1993.txt,315189,1993,"[-1.35571547e-02 -1.56442206e-02 -2.92028040e-02 -9.60346777e-03
  8.31104536e-03  3.51051707e-03 -3.53676267e-02  5.41392528e-02
  1.10860486e-02  2.63230242e-02 -3.48544791e-02  1.82980802e-02
  5.20422198e-02 -1.08274043e-01  6.46283925e-02 -1.76615678e-02
  9.63367447e-02 -3.53866592e-02  1.19035719e-02 -6.20823633e-03
  3.24497707e-02 -1.94070339e-02 -3.88274267e-02 -4.40737046e-03
 -6.81063114e-03 -8.04277509e-03 -1.00653758e-02  1.50054032e-02
 -3.10607776e-02  5.92871048e-02  1.36087798e-02  1.82923432e-02
  1.04954451e-01 -4.59993891e-02 -2.72994842e-02  2.07462292e-02
  2.88225152e-02  1.54476417e-02 -1.80988181e-02 -2.09849700e-03
 -2.24367250e-02  2.31892453e-03 -2.07692548e-03 -2.49233227e-02
 -6.55829608e-02  2.70340266e-03  8.92762467e-03  2.87602544e-02
 -3.42479609e-02 -6.64542541e-02  3.94789781e-03  1.99073721e-02
  2.28769518e-03 -1.46694556e-02 -2.15206407e-02  8.50898493e-03
 -5.95761016e-02 -4.44519296e-02 -1.17175712e-03  2.52703466e-02
 -1.74870789e-02 -6.78349957e-02 -8.31389334e-03  3.32759321e-02
 -6.48658425e-02  4.79682386e-02 -1.35783507e-02  2.28485540e-02
 -3.48495729e-02  1.23281032e-02 -8.32449123e-02 -1.86968427e-02
  4.58541438e-02  2.77134171e-03  3.44931846e-03  2.08261069e-02
  2.29540858e-02  3.90885659e-02 -1.74010731e-02  5.48650231e-03
 -6.44765049e-02 -6.75163930e-03 -1.82803664e-02 -3.37821618e-02
 -2.56791133e-02 -4.97890301e-02 -1.19992560e-02 -3.21941301e-02
 -9.05605778e-02  1.53836748e-02  3.51525284e-02  5.20284697e-02
  5.07663935e-03 -1.65812764e-02  4.71757129e-02  6.22166954e-02
  8.80877196e-04  5.95839284e-02 -5.72063997e-02 -5.79536241e-03
 -4.28908039e-03 -2.11043768e-02  4.19942616e-03 -3.43982615e-02
 -2.80822143e-02 -3.61616798e-02 -1.17693702e-02 -7.97361359e-02
  2.78103091e-02 -2.30533890e-02  1.39205437e-02 -1.97075717e-02
 -2.99019869e-02  5.99116124e-02 -1.20623959e-02  3.94531712e-02
  5.39249368e-02 -1.57967526e-02 -7.24298880e-02 -2.60473154e-02
 -2.27808785e-02  5.98460902e-04  4.56555194e-04  7.65971257e-04
 -3.62418732e-03 -2.30701342e-02 -1.15563860e-02  9.89304669e-03
  3.72257531e-02 -6.83474913e-02  1.81218497e-02 -8.22961479e-02
 -2.90151611e-02  1.09851718e-01  1.33233350e-02  2.44553946e-02
  9.85292252e-03 -1.30573018e-02 -2.44633574e-02  6.00754023e-02
  1.82773452e-02  6.09871820e-02 -3.49951684e-02  4.31133695e-02
 -4.74360324e-02 -2.06404310e-02  3.27550657e-02  6.58732280e-02
 -4.04330976e-02  2.70376951e-02 -2.43640854e-03  4.52367850e-02
 -9.17674750e-02  3.37559581e-02  8.37202929e-03 -3.74051672e-03
  2.42001172e-02 -2.20038109e-02  7.11485092e-03  6.34904355e-02
  3.25308330e-02  7.75011547e-04 -6.70794025e-02  4.06144299e-02
  2.74294354e-02 -8.17451999e-03  7.30126873e-02 -3.81536186e-02
 -2.24813260e-03 -9.35592502e-03  3.15271989e-02 -1.15371644e-02
 -3.60336713e-02  4.23582979e-02  5.19167297e-02  2.95380261e-02
  5.10630943e-03  3.16036642e-02 -4.43647914e-02  1.89553888e-03
 -1.98571403e-02 -4.25223336e-02 -2.32143886e-02  2.89347675e-03
 -7.35502392e-02  1.66593976e-02 -3.39497514e-02  1.72719061e-02
 -5.53734265e-02 -5.30844666e-02 -7.76167363e-02 -4.34122682e-02
 -3.77179906e-02  7.05632120e-02  5.26376553e-02  2.61976197e-02
  8.06263164e-02 -3.20451632e-02 -1.03118559e-02 -1.24977296e-02
 -3.21042985e-02 -4.52662110e-02  2.11077239e-02  3.09675690e-02
 -2.55715474e-02 -8.22213069e-02  1.27166426e-02  3.52471136e-03
 -2.30674259e-02 -2.43449528e-02  9.02666058e-03 -9.59144626e-03
 -5.73187917e-02 -3.26539353e-02  5.45665110e-03 -3.77217270e-02
  2.21186504e-02 -1.15878452e-02  5.67764640e-02  1.96243031e-03
  4.45782319e-02  1.00948494e-02 -7.62829483e-02  5.38081191e-02
  5.85348532e-03  1.67338308e-02  3.19218598e-02  3.61300297e-02
  1.71013772e-02 -3.32758296e-03  2.18885653e-02  7.06959367e-02
 -3.51650119e-02  6.44477259e-04  1.44901145e-02 -1.62124038e-02
  1.33166276e-02  5.96709289e-02 -4.54912223e-02 -8.56008604e-02
 -6.36477917e-02  8.69784802e-02 -2.18067914e-02  1.34564368e-02
 -8.59547313e-03  1.95920076e-02 -8.70091468e-02 -1.92999020e-02
 -2.38585863e-02  2.96745729e-02 -5.14507703e-02 -2.42164154e-02
 -1.82819236e-02  2.74529327e-02  5.03977835e-02 -4.33736667e-02
 -6.05971329e-02 -2.21651960e-02  2.97017954e-03  2.46958770e-02
  3.20747122e-02  1.03229154e-02 -1.19345933e-02  3.06844953e-02
 -2.92469398e-03  2.34660488e-02 -6.31444007e-02  1.07014179e-02
  1.06894858e-02  6.74705952e-02  1.18826749e-02 -1.23431059e-02
