edgar_cik,edgar_year,sec_id,sec_title,distance
1800,1993,dc140d172fa39b56b561749e13349c91,SEC Announces Cases Related to Disclosures During Battles for Corporate Control,0.4222940472235245
1800,1993,bffd0ae5fdfb5d316a2dc778d415b446,SEC Levies More Than $3.8 Million in Penalties in Sweep of Late Beneficial Ownership and Insider Transaction Reports,0.4245469193807888
1800,1993,4dea5f111170565e7b8cca366f127fca,SEC Charges Executives of Iowa Insurance Company With Misleading Proxy Disclosures to Investors,0.4103313652676749
1800,1993,77c40674815d5488c906378a7c4c09ec,SEC Charges Carl Icahn and Icahn Enterprises L.P. for Failing to Disclose Pledges of Company’s Securities as Collateral for Billions in Personal Loans,0.41527951761863935
1800,1993,797d31c90fbfbe4693b0009859cbe775,Corporate Insiders Charged for Failing to Update Disclosures Involving “Going Private” Transactions,0.4251251126150276
50104,1993,4dea5f111170565e7b8cca366f127fca,SEC Charges Executives of Iowa Insurance Company With Misleading Proxy Disclosures to Investors,0.4115433828378259
50104,1993,69ef263fb0ce90e8aedc9a456ed0c02d,SEC Announces Charges Against Corporate Insiders for Violating Laws Requiring Prompt Reporting of Transactions and Holdings,0.42380896414155655
50104,1993,797d31c90fbfbe4693b0009859cbe775,Corporate Insiders Charged for Failing to Update Disclosures Involving “Going Private” Transactions,0.4229742777668519
50104,1993,e488954e34880e54098aa0422a065a40,SEC Charges Kentucky Steel Company Executives With Insider Trading,0.4205499929574634
50104,1993,77c40674815d5488c906378a7c4c09ec,SEC Charges Carl Icahn and Icahn Enterprises L.P. for Failing to Disclose Pledges of Company’s Securities as Collateral for Billions in Personal Loans,0.41992146797501995
315189,1993,3efa1cf9497c71d9a0e3696741734165,SEC Charges Perry Corp. With Disclosure Violations in Vote Buying Scheme,0.39728532383798487
315189,1993,bffd0ae5fdfb5d316a2dc778d415b446,SEC Levies More Than $3.8 Million in Penalties in Sweep of Late Beneficial Ownership and Insider Transaction Reports,0.38035366443384433
315189,1993,50beb449d0e3d940f9c7d48f4b71d9c4,"SEC Charges Former Comverse Technology, Inc. CEO, CFO, and General Counsel in Stock Option Backdating Scheme
See also: Litigation Release 19796 and Complaint",0.39965315016292235
315189,1993,4dea5f111170565e7b8cca366f127fca,SEC Charges Executives of Iowa Insurance Company With Misleading Proxy Disclosures to Investors,0.3906989455394735
315189,1993,69ef263fb0ce90e8aedc9a456ed0c02d,SEC Announces Charges Against Corporate Insiders for Violating Laws Requiring Prompt Reporting of Transactions and Holdings,0.38328007300371447
1137091,2020,3b3e3bcff0db8b7a3206dfdc1ec43e3a,SEC Charges Lyft with Failure to Disclose Board Member’s Financial Interest in Private Shareholder’s Pre-IPO Stock Transaction,0.42605993771252315
1137091,2020,bffd0ae5fdfb5d316a2dc778d415b446,SEC Levies More Than $3.8 Million in Penalties in Sweep of Late Beneficial Ownership and Insider Transaction Reports,0.41670251480517206
1137091,2020,77c40674815d5488c906378a7c4c09ec,SEC Charges Carl Icahn and Icahn Enterprises L.P. for Failing to Disclose Pledges of Company’s Securities as Collateral for Billions in Personal Loans,0.412120510960421
1137091,2020,69ef263fb0ce90e8aedc9a456ed0c02d,SEC Announces Charges Against Corporate Insiders for Violating Laws Requiring Prompt Reporting of Transactions and Holdings,0.4167602498259707
1137091,2020,4dea5f111170565e7b8cca366f127fca,SEC Charges Executives of Iowa Insurance Company With Misleading Proxy Disclosures to Investors,0.4296856027642463
