edgar_cik,edgar_year,sec_id,sec_title,distance
1067983,2020,69ef263fb0ce90e8aedc9a456ed0c02d,SEC Announces Charges Against Corporate Insiders for Violating Laws Requiring Prompt Reporting of Transactions and Holdings,0.3326508104028082
1067983,2020,8517e9a885338b06ca5318381a0c0e27,"15 Broker-Dealer Firms Settle SEC Charges Involving Violative Practices in the Auction Rate Securities Market
See also: Administrative Proceeding 33-8684",0.33075027940569357
1067983,2020,384fbe7e12ddb4e79c13c0c7783eddb1,SEC Charges 10 Firms with Widespread Recordkeeping Failures,0.32882842858644057
1067983,2020,7fe4e612554df988fb6d4c4bf949b5bd,"SEC Charges Companies, Former Executives as Part of Risk-Based Initiative",0.33058657630386046
1067983,2020,55f78bf10042846ac936f1564295e733,Twenty-Six Firms to Pay More Than $390 Million Combined to Settle SEC’s Charges for Widespread Recordkeeping Failures,0.32496005479885137
1137091,2020,535687fe91e3b8d52484355f00c050c7,SEC Charges 10 Microcap Companies with Securities Offering Registration Violations,0.31233981941531974
1137091,2020,ba3104453273a4b4fc56a7c24dbb6a1a,SEC Charges Engine Manufacturing Company Executives With Accounting Fraud,0.2910375210762295
1137091,2020,83866eaeb2aa77cc6fca18e91a5f1832,SEC Charges Solar Manufacturer With Concealing Agreement to Transfer Ownership Stake in Its Chinese Subsidiary,0.3194285066367556
1137091,2020,a145fee70d224f197ae414be27f09beb,SEC Charges Four Public Companies With Longstanding ICFR Failures,0.3119020022793124
1137091,2020,b48bced8a5064f8b3d2771ea4da2723a,"Engine Manufacturing Company to Pay Penalty, Take Remedial Measures to Settle Charges of Accounting Fraud",0.29407165341449604
